bone_id,period_class,group_type,group_order,char_count,ambiguous_count,placeholder_count,damaged_count,characters,characters_simple,sentence_full,sentence_simple
H30336,無名,InscriptionSentence,0,7,0,0,0,癸|未|卜|宗|歲|佑|鬯,癸|未|卜|宗|歲|佑|鬯,癸未卜宗歲佑鬯,癸未卜宗歲佑鬯
H30336,無名,InscriptionSentence,1,3,0,0,0,弜|佑|鬯,弜|佑|鬯,弜佑鬯,弜佑鬯
H30337,無名,InscriptionSentence,0,3,0,0,0,𪧭|于|宗,𪧭|于|宗,𪧭于宗,𪧭于宗
H30338,無名,InscriptionSentence,0,5,0,1,0,王|其|雚|宗|未释,王|其|雚|宗|未释,王其雚宗未释,王其雚宗未释
H30339,歷無,InscriptionSentence,0,6,0,1,0,甲|寅|卜|其|𠯑|未释,甲|寅|卜|其|𠯑|未释,甲寅卜其𠯑未释,甲寅卜其𠯑未释
H30339,歷無,InscriptionSentence,1,2,0,0,0,三|牢,三|牢,三牢,三牢
H30339,歷無,InscriptionSentence,2,7,0,0,0,于|匕|庚|𠯑|弜|秦|宗,于|匕|庚|𠯑|弜|秦|宗,于匕庚𠯑弜秦宗,于匕庚𠯑弜秦宗
H30341,何二,InscriptionSentence,0,2,0,1,0,貞|未释,貞|未释,貞未释,貞未释
H30341,何二,InscriptionSentence,1,5,0,2,0,未释|其|宗|未释|𫹉,未释|其|宗|未释|𫹉,未释其宗未释𫹉,未释其宗未释𫹉
H30342,無名,InscriptionSentence,0,5,0,1,0,未释|宗|王|受|佑,未释|宗|王|受|佑,未释宗王受佑,未释宗王受佑
H30345,何一,InscriptionSentence,0,9,0,2,0,未释|未释|卜|彭|貞|其|延|登|黍,未释|未释|卜|彭|貞|其|延|登|黍,未释未释卜彭貞其延登黍,未释未释卜彭貞其延登黍
H30345,何一,InscriptionSentence,1,7,0,1,0,未释|鄉|父|庚|父|甲|家,未释|鄉|父|庚|父|甲|家,未释鄉父庚父甲家,未释鄉父庚父甲家
H30346,無名,InscriptionSentence,0,4,0,0,0,弜|以|在|茲,弜|以|在|茲,弜以在茲,弜以在茲
H30346,無名,InscriptionSentence,1,5,0,0,0,其|乎|以|于|家,其|乎|以|于|家,其乎以于家,其乎以于家
H30347,何一,InscriptionSentence,0,6,0,4,0,辛|未释|未释|未释|貞|未释,辛|未释|未释|未释|貞|未释,辛未释未释未释貞未释,辛未释未释未释貞未释
H30347,何一,InscriptionSentence,1,3,0,0,0,貞|于|賓,貞|于|賓,貞于賓,貞于賓
H30347,何一,InscriptionSentence,2,10,0,0,0,癸|亥|卜|彭|貞|未释|其|佑|于|室,癸|亥|卜|彭|貞|未释|其|佑|于|室,癸亥卜彭貞未释其佑于室,癸亥卜彭貞未释其佑于室
H30347,何一,InscriptionSentence,3,6,0,2,0,未释|亥|卜|未释|于|賓,未释|亥|卜|未释|于|賓,未释亥卜未释于賓,未释亥卜未释于賓
H30348,無名,InscriptionSentence,0,5,0,3,0,未释|于|未释|登|未释,未释|于|未释|登|未释,未释于未释登未释,未释于未释登未释
H30348,無名,InscriptionSentence,1,9,0,0,0,祖丁|升|鬯|卯|叀|牛|王|受|佑,祖丁|升|鬯|卯|叀|牛|王|受|佑,祖丁升鬯卯叀牛王受佑,祖丁升鬯卯叀牛王受佑
H30348,無名,InscriptionSentence,2,3,0,1,0,未释|受|佑,未释|受|佑,未释受佑,未释受佑
H30349,無名,InscriptionSentence,0,4,0,1,0,甲|辰|卜|未释,甲|辰|卜|未释,甲辰卜未释,甲辰卜未释
H30349,無名,InscriptionSentence,1,6,0,0,0,至|祖丁|升|王|受|佑,至|祖丁|升|王|受|佑,至祖丁升王受佑,至祖丁升王受佑
H30349,無名,InscriptionSentence,2,5,0,2,0,未释|亥|卜|王|未释,未释|亥|卜|王|未释,未释亥卜王未释,未释亥卜王未释
H30349,無名,InscriptionSentence,3,6,0,1,0,叀|翊|日|癸|亥|未释,叀|翊|日|癸|亥|未释,叀翊日癸亥未释,叀翊日癸亥未释
H30350,無名,InscriptionSentence,0,3,0,2,0,𠯑|未释|未释,𠯑|未释|未释,𠯑未释未释,𠯑未释未释
H30350,無名,InscriptionSentence,1,4,0,0,0,𠯑|于|祖丁|升,𠯑|于|祖丁|升,𠯑于祖丁升,𠯑于祖丁升
H30350,無名,InscriptionSentence,2,3,0,0,0,𠯑|于|小乙,𠯑|于|小乙,𠯑于小乙,𠯑于小乙
H30351,無名,InscriptionSentence,0,7,0,1,0,未释|卜|其|𠯑|于|祖丁|升,未释|卜|其|𠯑|于|祖丁|升,未释卜其𠯑于祖丁升,未释卜其𠯑于祖丁升
H30352,無名,InscriptionSentence,0,5,0,1,0,己|巳|卜|其|未释,己|巳|卜|其|未释,己巳卜其未释,己巳卜其未释
H30352,無名,InscriptionSentence,1,5,0,2,0,未释|祖丁|升|未释|正,未释|祖丁|升|未释|正,未释祖丁升未释正,未释祖丁升未释正
H30353,何二,InscriptionSentence,0,5,0,0,0,叀|汊|用|祖丁|升,叀|汊|用|祖丁|升,叀汊用祖丁升,叀汊用祖丁升
H30353,何二,InscriptionSentence,1,4,0,2,0,叀|未释|祖丁|未释,叀|未释|祖丁|未释,叀未释祖丁未释,叀未释祖丁未释
H30354,無名,InscriptionSentence,0,2,0,1,0,辛|未释,辛|未释,辛未释,辛未释
H30354,無名,InscriptionSentence,1,8,0,0,0,叀|歸|愆|吕|用|且|丁|升,叀|歸|愆|吕|用|且|丁|升,叀歸愆吕用且丁升,叀歸愆吕用且丁升
H30354,無名,InscriptionSentence,2,6,0,0,0,叀|晦|潾|用|祖丁|升,叀|晦|潾|用|祖丁|升,叀晦潾用祖丁升,叀晦潾用祖丁升
H30354,無名,InscriptionSentence,3,6,0,0,0,叀|風|万|用|祖丁|升,叀|風|万|用|祖丁|升,叀風万用祖丁升,叀風万用祖丁升
H30358,無名,InscriptionSentence,0,12,0,1,0,丙|戌|卜|其|祝|父|甲|升|叀|舊|𮁧|未释,丙|戌|卜|其|祝|父|甲|升|叀|舊|𮁧|未释,丙戌卜其祝父甲升叀舊𮁧未释,丙戌卜其祝父甲升叀舊𮁧未释
H30358,無名,InscriptionSentence,1,4,0,0,0,發|王|受|佑,發|王|受|佑,發王受佑,發王受佑
H30359,無名,InscriptionSentence,0,14,0,0,0,癸|亥|卜|其|佑|月|歲|于|父|甲|升|王|受|有祐,癸|亥|卜|其|佑|月|歲|于|父|甲|升|王|受|有祐,癸亥卜其佑月歲于父甲升王受有祐,癸亥卜其佑月歲于父甲升王受有祐
H30360,未分期,InscriptionSentence,0,6,0,2,0,未释|于|二|升|叀|未释,未释|于|二|升|叀|未释,未释于二升叀未释,未释于二升叀未释
H30361,無名,InscriptionSentence,0,5,0,1,0,未释|升|卯|叀|羊,未释|升|卯|叀|羊,未释升卯叀羊,未释升卯叀羊
H30362,何二,InscriptionSentence,0,4,0,0,0,貞|未释|于|升,貞|未释|于|升,貞未释于升,貞未释于升
H30365,無名,InscriptionSentence,0,9,0,1,0,叀|𣈉|𫹉|未释|卅|在|宗|父|甲,叀|𣈉|𫹉|未释|卅|在|宗|父|甲,叀𣈉𫹉未释卅在宗父甲,叀𣈉𫹉未释卅在宗父甲
H30365,無名,InscriptionSentence,1,3,0,1,0,未释|在|升,未释|在|升,未释在升,未释在升
H30370,無名,InscriptionSentence,0,5,0,1,0,未释|司|晦|大|室,未释|司|晦|大|室,未释司晦大室,未释司晦大室
H30370,無名,InscriptionSentence,1,6,0,1,0,其|取|司|晦|叀|未释,其|取|司|晦|叀|未释,其取司晦叀未释,其取司晦叀未释
H30371,何一,InscriptionSentence,0,7,0,5,0,未释|未释|未释|貞|未释|升|未释,未释|未释|未释|貞|未释|升|未释,未释未释未释貞未释升未释,未释未释未释貞未释升未释
H30371,何一,InscriptionSentence,1,8,0,2,0,未释|未释|卜|貞|其|于|大|室,未释|未释|卜|貞|其|于|大|室,未释未释卜貞其于大室,未释未释卜貞其于大室
H30373,何一,InscriptionSentence,0,13,0,0,0,辛|亥|卜|貞|其|卒|翌|日|其|延|𱀵|于|室,辛|亥|卜|貞|其|卒|翌|日|其|延|𱀵|于|室,辛亥卜貞其卒翌日其延𱀵于室,辛亥卜貞其卒翌日其延𱀵于室
H30373,何一,InscriptionSentence,1,5,0,1,0,貞|勿|󄉟|工|未释,貞|勿|󄉟|工|未释,貞勿󄉟工未释,貞勿󄉟工未释
H30373,何一,InscriptionSentence,2,5,0,1,0,貞|弜|󄉟|箙|未释,貞|弜|󄉟|箙|未释,貞弜󄉟箙未释,貞弜󄉟箙未释
H30374,無名,InscriptionSentence,0,7,0,0,0,丁|巳|卜|于|南|宮|𠯑,丁|巳|卜|于|南|宮|𠯑,丁巳卜于南宮𠯑,丁巳卜于南宮𠯑
H30376,無名,InscriptionSentence,0,6,0,1,0,未释|吉|在|大|宗|卜,未释|吉|在|大|宗|卜,未释吉在大宗卜,未释吉在大宗卜
H30376,無名,InscriptionSentence,1,5,0,2,0,未释|其|在|田|未释,未释|其|在|田|未释,未释其在田未释,未释其在田未释
H30379,無名,InscriptionSentence,0,8,0,2,0,未释|其|用|眢|大|示|未释|來,未释|其|用|眢|大|示|未释|來,未释其用眢大示未释來,未释其用眢大示未释來
H30380,無名,InscriptionSentence,0,6,0,0,0,佑|𠯑|五|羈|其|妻,佑|𠯑|五|羈|其|妻,佑𠯑五羈其妻,佑𠯑五羈其妻
H30380,無名,InscriptionSentence,1,7,0,2,0,未释|宗|三|示|茲|卜|未释,未释|宗|三|示|茲|卜|未释,未释宗三示茲卜未释,未释宗三示茲卜未释
H30381,歷無,InscriptionSentence,0,6,0,0,0,丁|巳|卜|今|日|啟,丁|巳|卜|今|日|啟,丁巳卜今日啟,丁巳卜今日啟
H30381,歷無,InscriptionSentence,1,6,0,1,0,戊|未释|卜|今|日|啟,戊|未释|卜|今|日|啟,戊未释卜今日啟,戊未释卜今日啟
H30381,歷無,InscriptionSentence,2,3,0,1,0,卯|叀|未释,卯|叀|未释,卯叀未释,卯叀未释
H30381,歷無,InscriptionSentence,3,3,0,0,0,卯|眢|牛,卯|眢|牛,卯眢牛,卯眢牛
H30381,歷無,InscriptionSentence,4,7,0,0,0,癸|酉|卜|其|未释|二|示,癸|酉|卜|其|未释|二|示,癸酉卜其未释二示,癸酉卜其未释二示
H30381,歷無,InscriptionSentence,5,2,0,1,0,未释|雨,未释|雨,未释雨,未释雨
H30382,無名,InscriptionSentence,0,4,0,0,0,五|示|先|𫹉,五|示|先|𫹉,五示先𫹉,五示先𫹉
H30382,無名,InscriptionSentence,1,1,0,0,0,弜,弜,弜,弜
H30382,無名,InscriptionSentence,2,2,0,1,0,于|未释,于|未释,于未释,于未释
H30384,何一,InscriptionSentence,0,10,0,4,0,未释|未释|卜|貯|未释|賓|未释|示|亡|尤,未释|未释|卜|貯|未释|賓|未释|示|亡|尤,未释未释卜貯未释賓未释示亡尤,未释未释卜貯未释賓未释示亡尤
H30385,無名,InscriptionSentence,0,4,0,2,0,未释|于|未释|示,未释|于|未释|示,未释于未释示,未释于未释示
H30385,無名,InscriptionSentence,1,3,0,1,0,其|佑|未释,其|佑|未释,其佑未释,其佑未释
H30386,無名,InscriptionSentence,0,16,1,0,0,癸|亥|卜|翊|日|辛|帝|降|其|入|于|򦷗|大|򩡪/򩩪/򩡫|在|㝡,癸|亥|卜|翊|日|辛|帝|降|其|入|于|򦷗|大|򩡪|在|㝡,癸亥卜翊日辛帝降其入于򦷗大򩡪/򩩪/򩡫在㝡,癸亥卜翊日辛帝降其入于򦷗大򩡪在㝡
H30386,無名,InscriptionSentence,1,5,1,1,0,未释|于|򦷗|小乙|򩡪/򩩪/򩡫,未释|于|򦷗|小乙|򩡪,未释于򦷗小乙򩡪/򩩪/򩡫,未释于򦷗小乙򩡪
H30388,何二,InscriptionSentence,0,11,0,3,0,未释|叀|五|鼓|未释|上|帝|若|王|未释|有祐,未释|叀|五|鼓|未释|上|帝|若|王|未释|有祐,未释叀五鼓未释上帝若王未释有祐,未释叀五鼓未释上帝若王未释有祐
H30391,無名,InscriptionSentence,0,7,0,2,0,辛|亥|卜|未释|五|臣|未释,辛|亥|卜|未释|五|臣|未释,辛亥卜未释五臣未释,辛亥卜未释五臣未释
H30391,無名,InscriptionSentence,1,11,0,0,0,王|佑|歲|于|帝|五|臣|正|隹|亡|雨,王|佑|歲|于|帝|五|臣|正|隹|亡|雨,王佑歲于帝五臣正隹亡雨,王佑歲于帝五臣正隹亡雨
H30391,無名,InscriptionSentence,2,10,0,1,0,未释|未释|佑|于|帝|五|臣|佑|大|雨,未释|未释|佑|于|帝|五|臣|佑|大|雨,未释未释佑于帝五臣佑大雨,未释未释佑于帝五臣佑大雨
H30392,無名,InscriptionSentence,0,8,0,1,0,未释|其|寧|叀|日|彝|𩎴|用,未释|其|寧|叀|日|彝|𩎴|用,未释其寧叀日彝𩎴用,未释其寧叀日彝𩎴用
H30393,無名,InscriptionSentence,0,9,0,0,0,其|禱|年|未释|򪿍|于|小山|㲹|豚,其|禱|年|未释|򪿍|于|小山|㲹|豚,其禱年未释򪿍于小山㲹豚,其禱年未释򪿍于小山㲹豚
H30393,無名,InscriptionSentence,1,9,0,0,0,未释|眔|򪿍|叀|小|牢|佑|大|雨,未释|眔|򪿍|叀|小|牢|佑|大|雨,未释眔򪿍叀小牢佑大雨,未释眔򪿍叀小牢佑大雨
H30393,無名,InscriptionSentence,2,7,0,0,0,𩎴|風|叀|豚|佑|大|雨,𩎴|風|叀|豚|佑|大|雨,𩎴風叀豚佑大雨,𩎴風叀豚佑大雨
H30393,無名,InscriptionSentence,3,2,0,1,0,未释|雨,未释|雨,未释雨,未释雨
H30394,無名,InscriptionSentence,0,11,0,0,0,辛|卯|卜|𠨘|彡|𫹉|其|佑|于|四|方,辛|卯|卜|𠨘|彡|𫹉|其|佑|于|四|方,辛卯卜𠨘彡𫹉其佑于四方,辛卯卜𠨘彡𫹉其佑于四方
H30397,無名,InscriptionSentence,0,4,0,0,0,于|󉎔|禱|年,于|󉎔|禱|年,于󉎔禱年,于󉎔禱年
H30397,無名,InscriptionSentence,1,7,0,0,0,禱|方|叀|癸|𫹉|佑|雨,禱|方|叀|癸|𫹉|佑|雨,禱方叀癸𫹉佑雨,禱方叀癸𫹉佑雨
H30397,無名,InscriptionSentence,2,3,0,0,0,甲|申|卜,甲|申|卜,甲申卜,甲申卜
H30398,無名,InscriptionSentence,0,7,0,3,0,叀|未释|未释|用|王|未释|佑,叀|未释|未释|用|王|未释|佑,叀未释未释用王未释佑,叀未释未释用王未释佑
H30398,無名,InscriptionSentence,1,9,1,0,0,𠯑|祖乙/且乙|祝|叀|祖丁|用|王|受|佑,𠯑|祖乙|祝|叀|祖丁|用|王|受|佑,𠯑祖乙/且乙祝叀祖丁用王受佑,𠯑祖乙祝叀祖丁用王受佑
H30398,無名,InscriptionSentence,2,9,0,0,0,叀|高|且|夒|祝|用|王|受|佑,叀|高|且|夒|祝|用|王|受|佑,叀高且夒祝用王受佑,叀高且夒祝用王受佑
H30398,無名,InscriptionSentence,3,3,0,0,0,叀|冊|用,叀|冊|用,叀冊用,叀冊用
H30404,何二,InscriptionSentence,0,5,0,1,0,叀|夒|王|受|未释,叀|夒|王|受|未释,叀夒王受未释,叀夒王受未释
H30404,何二,InscriptionSentence,1,3,0,1,0,未释|受|佑,未释|受|佑,未释受佑,未释受佑
H30406,歷二,InscriptionSentence,0,8,0,0,0,癸|卯|卜|旬|其|尞|土|牢,癸|卯|卜|旬|其|尞|土|牢,癸卯卜旬其尞土牢,癸卯卜旬其尞土牢
H30406,歷二,InscriptionSentence,1,3,0,2,0,甲|未释|未释,甲|未释|未释,甲未释未释,甲未释未释
H30407,何二,InscriptionSentence,0,4,0,1,0,未释|其|佑|土,未释|其|佑|土,未释其佑土,未释其佑土
H30407,何二,InscriptionSentence,1,2,0,1,0,未释|牢,未释|牢,未释牢,未释牢
H30410,無名,InscriptionSentence,0,8,0,1,0,己|未|卜|其|率|取|茲|未释,己|未|卜|其|率|取|茲|未释,己未卜其率取茲未释,己未卜其率取茲未释
H30410,無名,InscriptionSentence,1,5,0,0,0,弜|取|亡|大|雨,弜|取|亡|大|雨,弜取亡大雨,弜取亡大雨
H30410,無名,InscriptionSentence,2,7,0,2,0,未释|即|未释|岳|佑|大|雨,未释|即|未释|岳|佑|大|雨,未释即未释岳佑大雨,未释即未释岳佑大雨
H30411,無名,InscriptionSentence,0,17,1,2,0,未释|酉|卜|王|其|𰇑/򧄿|岳|尞|叀|犬|未释|眔|豚|十|佑|大|雨,未释|酉|卜|王|其|𰇑|岳|尞|叀|犬|未释|眔|豚|十|佑|大|雨,未释酉卜王其𰇑/򧄿岳尞叀犬未释眔豚十佑大雨,未释酉卜王其𰇑岳尞叀犬未释眔豚十佑大雨
H30411,無名,InscriptionSentence,1,6,0,2,0,未释|未释|叀|羊|十|豚,未释|未释|叀|羊|十|豚,未释未释叀羊十豚,未释未释叀羊十豚
H30412,無名,InscriptionSentence,0,4,0,0,0,于|辛|酉|𫹉,于|辛|酉|𫹉,于辛酉𫹉,于辛酉𫹉
H30412,無名,InscriptionSentence,1,7,0,0,0,岳|眔|河|𫹉|王|受|又二,岳|眔|河|𫹉|王|受|又二,岳眔河𫹉王受又二,岳眔河𫹉王受又二
H30412,無名,InscriptionSentence,2,2,0,1,0,未释|𫹉,未释|𫹉,未释𫹉,未释𫹉
H30413,歷一,InscriptionSentence,0,2,0,0,0,尞|岳,尞|岳,尞岳,尞岳
H30413,歷一,InscriptionSentence,1,2,0,0,0,尞|炘,尞|炘,尞炘,尞炘
H30414,無名,InscriptionSentence,0,4,0,0,0,發|王|受|有祐,發|王|受|有祐,發王受有祐,發王受有祐
H30414,無名,InscriptionSentence,1,11,0,0,0,岳|尞|叀|舊|𮁧|用|三|牢|王|受|有祐,岳|尞|叀|舊|𮁧|用|三|牢|王|受|有祐,岳尞叀舊𮁧用三牢王受有祐,岳尞叀舊𮁧用三牢王受有祐
H30414,無名,InscriptionSentence,2,3,0,1,0,𢼎|王|未释,𢼎|王|未释,𢼎王未释,𢼎王未释
H30416,無名,InscriptionSentence,0,7,0,2,0,未释|禱|于|岳|秦|即|未释,未释|禱|于|岳|秦|即|未释,未释禱于岳秦即未释,未释禱于岳秦即未释
H30416,無名,InscriptionSentence,1,6,0,3,0,未释|未释|卜|異|其|未释,未释|未释|卜|異|其|未释,未释未释卜異其未释,未释未释卜異其未释
H30417,無名,InscriptionSentence,0,5,0,1,0,其|佑|岳|叀|未释,其|佑|岳|叀|未释,其佑岳叀未释,其佑岳叀未释
H30418,無名,InscriptionSentence,0,7,0,0,0,其|禱|年|岳|叀|用|祝,其|禱|年|岳|叀|用|祝,其禱年岳叀用祝,其禱年岳叀用祝
H30418,無名,InscriptionSentence,1,4,0,0,0,叀|茲|祝|用,叀|茲|祝|用,叀茲祝用,叀茲祝用
H30420,無名,InscriptionSentence,0,6,0,2,0,未释|于|岳|其|佑|未释,未释|于|岳|其|佑|未释,未释于岳其佑未释,未释于岳其佑未释
H30422,無名,InscriptionSentence,0,11,0,2,0,未释|未释|卜|其|往|于|岳|叀|三|大|牢,未释|未释|卜|其|往|于|岳|叀|三|大|牢,未释未释卜其往于岳叀三大牢,未释未释卜其往于岳叀三大牢
H30426,何一,InscriptionSentence,0,2,0,1,0,癸|未释,癸|未释,癸未释,癸未释
H30426,何一,InscriptionSentence,1,6,0,0,0,癸|丑|卜|王|于|岳,癸|丑|卜|王|于|岳,癸丑卜王于岳,癸丑卜王于岳
H30426,何一,InscriptionSentence,2,6,0,0,0,己|未|卜|王|于|河,己|未|卜|王|于|河,己未卜王于河,己未卜王于河
H30428,無名,InscriptionSentence,0,8,0,0,0,癸|亥|卜|其|𫹉|誅|于|河,癸|亥|卜|其|𫹉|誅|于|河,癸亥卜其𫹉誅于河,癸亥卜其𫹉誅于河
H30431,無名,InscriptionSentence,0,7,0,0,0,王|其|田|襄|򤋔|于|河,王|其|田|襄|򤋔|于|河,王其田襄򤋔于河,王其田襄򤋔于河
H30431,無名,InscriptionSentence,1,2,0,0,0,弜|򤋔,弜|򤋔,弜򤋔,弜򤋔
H30431,無名,InscriptionSentence,2,4,0,0,0,河|򤋔|一|牛,河|򤋔|一|牛,河򤋔一牛,河򤋔一牛
H30432,無名,InscriptionSentence,0,7,0,0,0,庚|申|卜|其|佑|于|河,庚|申|卜|其|佑|于|河,庚申卜其佑于河,庚申卜其佑于河
H30433,無名,InscriptionSentence,0,4,0,0,0,河|尞|茲|用,河|尞|茲|用,河尞茲用,河尞茲用
H30433,無名,InscriptionSentence,1,2,0,0,0,弜|卯,弜|卯,弜卯,弜卯
H30433,無名,InscriptionSentence,2,3,0,1,0,未释|大|牢,未释|大|牢,未释大牢,未释大牢
H30434,歷二,InscriptionSentence,0,8,0,0,0,己|丑|卜|河|尞|月|叀|豚,己|丑|卜|河|尞|月|叀|豚,己丑卜河尞月叀豚,己丑卜河尞月叀豚
H30434,歷二,InscriptionSentence,1,5,0,2,0,弜|月|河|未释|未释,弜|月|河|未释|未释,弜月河未释未释,弜月河未释未释
H30435,無名,InscriptionSentence,0,8,0,0,0,于|來|日|庚|𫹉|王|受|佑,于|來|日|庚|𫹉|王|受|佑,于來日庚𫹉王受佑,于來日庚𫹉王受佑
H30435,無名,InscriptionSentence,1,5,0,1,0,尞|于|河|未释|商,尞|于|河|未释|商,尞于河未释商,尞于河未释商
H30436,何二,InscriptionSentence,0,12,0,4,0,未释|未释|卜|口|未释|未释|其|沈|于|河|叀|𬙮,未释|未释|卜|口|未释|未释|其|沈|于|河|叀|𬙮,未释未释卜口未释未释其沈于河叀𬙮,未释未释卜口未释未释其沈于河叀𬙮
H30439,何二,InscriptionSentence,0,69,0,0,0,未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释,未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释|未释,未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释,未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释未释
H30442,事何,InscriptionSentence,0,3,0,0,0,其|冓|雨,其|冓|雨,其冓雨,其冓雨
H30442,事何,InscriptionSentence,1,10,0,5,0,未释|未释|卜|未释|未释|未释|未释|王|賓|未释,未释|未释|卜|未释|未释|未释|未释|王|賓|未释,未释未释卜未释未释未释未释王賓未释,未释未释卜未释未释未释未释王賓未释
H30444,無名,InscriptionSentence,0,3,0,1,0,丁|酉|未释,丁|酉|未释,丁酉未释,丁酉未释
H30444,無名,InscriptionSentence,1,2,0,0,0,其|雨,其|雨,其雨,其雨
H30444,無名,InscriptionSentence,2,2,0,0,0,𫩁|𠭰,𫩁|𠭰,𫩁𠭰,𫩁𠭰
H30444,無名,InscriptionSentence,3,6,0,1,0,叀|兇|󉽂|𫹉|未释|雨,叀|兇|󉽂|𫹉|未释|雨,叀兇󉽂𫹉未释雨,叀兇󉽂𫹉未释雨
H30447,無名,InscriptionSentence,0,2,0,0,0,弜|巳,弜|巳,弜巳,弜巳
H30447,無名,InscriptionSentence,1,9,0,0,0,其|告|于|高|且|王|󉭞|三|牛,其|告|于|高|且|王|󉭞|三|牛,其告于高且王󉭞三牛,其告于高且王󉭞三牛
H30447,無名,InscriptionSentence,2,3,0,0,0,其|五|牛,其|五|牛,其五牛,其五牛
H30449,何一,InscriptionSentence,0,3,0,0,0,弜|入|祼,弜|入|祼,弜入祼,弜入祼
H30449,何一,InscriptionSentence,1,4,0,0,0,貞|弜|佑|𪷾,貞|弜|佑|𪷾,貞弜佑𪷾,貞弜佑𪷾
H30449,何一,InscriptionSentence,2,3,0,1,0,乙|未|未释,乙|未|未释,乙未未释,乙未未释
H30449,何一,InscriptionSentence,3,8,0,1,0,貞|未释|𫹉|王|亥|佑|冓|雨,貞|未释|𫹉|王|亥|佑|冓|雨,貞未释𫹉王亥佑冓雨,貞未释𫹉王亥佑冓雨
H30449,何一,InscriptionSentence,4,4,0,0,0,貞|其|冓|雨,貞|其|冓|雨,貞其冓雨,貞其冓雨
H30451,無名,InscriptionSentence,0,6,0,0,0,其|佑|蔑|眔|伊|尹,其|佑|蔑|眔|伊|尹,其佑蔑眔伊尹,其佑蔑眔伊尹
H30451,無名,InscriptionSentence,1,2,0,0,0,弜|眔,弜|眔,弜眔,弜眔
H30453,無名,InscriptionSentence,0,6,0,3,0,未释|取|未释|廼|佑|未释,未释|取|未释|廼|佑|未释,未释取未释廼佑未释,未释取未释廼佑未释
H30453,無名,InscriptionSentence,1,8,0,0,0,其|皆|取|二|火|佑|大|雨,其|皆|取|二|火|佑|大|雨,其皆取二火佑大雨,其皆取二火佑大雨
H30453,無名,InscriptionSentence,2,6,0,1,0,未释|皆|廼|佑|大|雨,未释|皆|廼|佑|大|雨,未释皆廼佑大雨,未释皆廼佑大雨
H30454,無名,InscriptionSentence,0,6,0,0,0,其|未释|未释|佑|大|雨,其|未释|未释|佑|大|雨,其未释未释佑大雨,其未释未释佑大雨
H30455,無名,InscriptionSentence,0,3,0,1,0,弜|未释|未释,弜|未释|未释,弜未释未释,弜未释未释
H30455,無名,InscriptionSentence,1,3,0,0,0,其|未释|򪿍,其|未释|򪿍,其未释򪿍,其未释򪿍
H30455,無名,InscriptionSentence,2,2,0,1,0,未释|未释,未释|未释,未释未释,未释未释
H30457,𠂤歷,InscriptionSentence,0,7,0,0,0,壬|午|卜|禱|雨|尞|𡶩,壬|午|卜|禱|雨|尞|𡶩,壬午卜禱雨尞𡶩,壬午卜禱雨尞𡶩
H30457,𠂤歷,InscriptionSentence,1,7,0,3,0,未释|未释|卜|翌|癸|未|未释,未释|未释|卜|翌|癸|未|未释,未释未释卜翌癸未未释,未释未释卜翌癸未未释
H30458,無名,InscriptionSentence,0,8,0,3,0,未释|未释|卜|其|妍|在|汏|未释,未释|未释|卜|其|妍|在|汏|未释,未释未释卜其妍在汏未释,未释未释卜其妍在汏未释
H30459,無名,InscriptionSentence,0,14,0,4,0,未释|未释|卜|其|妍|禱|雨|于|南|未释|眔|未释|亡|雨,未释|未释|卜|其|妍|禱|雨|于|南|未释|眔|未释|亡|雨,未释未释卜其妍禱雨于南未释眔未释亡雨,未释未释卜其妍禱雨于南未释眔未释亡雨
H30459,無名,InscriptionSentence,1,5,0,1,0,未释|尞|佑|大|雨,未释|尞|佑|大|雨,未释尞佑大雨,未释尞佑大雨
H30462,無名,InscriptionSentence,0,6,0,0,0,己|亥|卜|其|祝|򻴒,己|亥|卜|其|祝|򻴒,己亥卜其祝򻴒,己亥卜其祝򻴒
H30462,無名,InscriptionSentence,1,2,0,1,0,庚|未释,庚|未释,庚未释,庚未释
